number,link,date,name,first_review,second_review,rating,n_reviews,type,price_range,price,review_pro
3376,https://www.tripadvisor.com/Restaurants-g60713-oa3240-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3267. Pakwan Pakistani & Indian,“Family lunch”,“Family lunch”,40,1,,,cheap_eats,
3377,https://www.tripadvisor.com/Restaurants-g60713-oa3240-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3268. Gyro King,“Good food”,“Good food”,35,4,Gre,,cheap_eats,
3378,https://www.tripadvisor.com/Restaurants-g60713-oa3240-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3269. Sun Maxim's,“This place is addictive! You want to go...”,“This place is addictive! You want to go...”,50,1,,,cheap_eats,
3379,https://www.tripadvisor.com/Restaurants-g60713-oa3240-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3270. Morocknroll,“Dinner”,“Dinner”,40,1,,,cheap_eats,
3380,https://www.tripadvisor.com/Restaurants-g60713-oa3270-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,Rambler at Hotel Zeppelin,“We had the warm duck salad (huge portio...”,“We had the warm duck salad (huge portio...”,40,131,"American, Bar",$$ - $$$,mid_range,17 Reliable Places to Eat Around Union Square by Eater
3381,https://www.tripadvisor.com/Restaurants-g60713-oa3270-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3271. Little Henry Italian Food,“Italian Restaurant”,“Italian Restaurant”,30,11,Italian,$$ - $$$,mid_range,
3382,https://www.tripadvisor.com/Restaurants-g60713-oa3270-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3272. Easy Breezy Frozen Yogurt,“Unique vegan flavors like Moscow mule...”,“Unique vegan flavors like Moscow mule...”,40,1,,,mid_range,
3383,https://www.tripadvisor.com/Restaurants-g60713-oa3270-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3273. Sunset Bakery,“Nice little bakery”,“Nice little bakery”,40,1,American,$$ - $$$,mid_range,
3384,https://www.tripadvisor.com/Restaurants-g60713-oa3270-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3274. Barbary Coast,“Wish we could come here all the time.”,“Wish we could come here all the time.”,50,1,Americ,,mid_range,
3385,https://www.tripadvisor.com/Restaurants-g60713-oa3270-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3275. Let's Roll Ice Creamery,“Ice Cream on a Roll :)”,“Ice Cream on a Roll :)”,40,1,,,mid_range,
3386,https://www.tripadvisor.com/Restaurants-g60713-oa3270-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3276. Sticks BBQ,“Good BBQ Plae in the Sunset”,“Good BBQ Plae in the Sunset”,40,1,"Japanese, Barbec",,mid_range,
3387,https://www.tripadvisor.com/Restaurants-g60713-oa3270-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3277. Crepe Temptations,“True Crepe Temptations”,“True Crepe Temptations”,40,1,Americ,,mid_range,
3388,https://www.tripadvisor.com/Restaurants-g60713-oa3270-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3278. Wondertea,“Wondertea on Irving Street Worth a Visit”,“Wondertea on Irving Street Worth a Visit”,40,1,,,mid_range,
3389,https://www.tripadvisor.com/Restaurants-g60713-oa3270-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3279. Wok Station,“Wok Station Try Them”,“Wok Station Try Them”,40,1,,,mid_range,
3391,https://www.tripadvisor.com/Restaurants-g60713-oa3270-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3281. i-Skewers,“Very Good Skewer Restaurant”,“Very Good Skewer Restaurant”,40,1,,,mid_range,
3392,https://www.tripadvisor.com/Restaurants-g60713-oa3270-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3282. Wooly Pig,“Great little place”,“Great little place”,40,1,"Asian, Fusion",$$ - $$$,mid_range,
3393,https://www.tripadvisor.com/Restaurants-g60713-oa3270-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3283. Tops Cafe B-B-Q House,“Very Good Lunch At Top's”,“Very Good Lunch At Top's”,40,1,Ca,,mid_range,
3394,https://www.tripadvisor.com/Restaurants-g60713-oa3270-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3284. Laiola,“Good Americanized mexican”,“Good Americanized mexican”,35,7,$$ - $$,$$ - $$$,mid_range,
3395,https://www.tripadvisor.com/Restaurants-g60713-oa3270-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3285. King's Sandwich Co,“Excellent vegetarian sandwich.”,“Excellent vegetarian sandwich.”,40,1,,,mid_range,
3396,https://www.tripadvisor.com/Restaurants-g60713-oa3270-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3286. El Rancho Grande,“Really enjoyed the food”,“Really enjoyed the food”,35,2,Mexic,,mid_range,
3397,https://www.tripadvisor.com/Restaurants-g60713-oa3270-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3287. Kio Ramen,“Tasty noodles”,“Tasty noodles”,40,1,,,mid_range,
3398,https://www.tripadvisor.com/Restaurants-g60713-oa3270-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3288. Sun Sang Market,“Chinese BBQ”,“Chinese BBQ”,40,1,,,mid_range,
3399,https://www.tripadvisor.com/Restaurants-g60713-oa3270-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3289. Makli Restaurant,“Good Dim Sum”,“Good Dim Sum”,40,1,,,mid_range,
3400,https://www.tripadvisor.com/Restaurants-g60713-oa3270-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3290. Puerto Alegre Restaurant #2,“New Mexican Pop-Up offerings at this...”,“New Mexican Pop-Up offerings at this...”,50,1,Mexican Me,,mid_range,
3401,https://www.tripadvisor.com/Restaurants-g60713-oa3270-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3291. Neighbor's Corner,“Neighborhood Cafe spot”,“Neighborhood Cafe spot”,40,1,Ca,,mid_range,
3402,https://www.tripadvisor.com/Restaurants-g60713-oa3270-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3292. Coffee Cultures,“caife den scoth”,“caife den scoth”,45,5,Cafe,$,cheap_eats,
3403,https://www.tripadvisor.com/Restaurants-g60713-oa3270-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3293. Sneaky's BBQ,“Sanduíche muito bom”,“Sanduíche muito bom”,50,1,Barbec,,cheap_eats,
3404,https://www.tripadvisor.com/Restaurants-g60713-oa3270-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3294. B & J 1-4 Lb Burgers,“Local jewel!”,“Local jewel!”,50,1,Me,,cheap_eats,
3407,https://www.tripadvisor.com/Restaurants-g60713-oa3270-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3297. Muka,“Fun Wine Bar”,“Fun Wine Bar”,40,12,Bar,$$ - $$$,mid_range,
3408,https://www.tripadvisor.com/Restaurants-g60713-oa3270-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3298. Utah Saloon,“Good but a little grimy”,“Good but a little grimy”,35,7,American Me,,mid_range,
3409,https://www.tripadvisor.com/Restaurants-g60713-oa3270-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3299. Shihlin Taiwan Street Snacks,“XXL Crispy Chicken!”,“XXL Crispy Chicken!”,40,1,,,mid_range,
3410,https://www.tripadvisor.com/Restaurants-g60713-oa3270-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3300. Ladle & Leaf,“Gluten Free Clam Chowder!”,“Gluten Free Clam Chowder!”,40,1,,,mid_range,
3411,https://www.tripadvisor.com/Restaurants-g60713-oa3300-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,Akiko's Sushi Bar and Restaurant,“Best sushi and salmon Teriaki”,“Best sushi and salmon Teriaki”,45,488,"Japanese, Sushi",$$ - $$$,mid_range,
3412,https://www.tripadvisor.com/Restaurants-g60713-oa3300-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3301. Deli,“Food pretty good”,“Food pretty good”,40,2,,,mid_range,
3413,https://www.tripadvisor.com/Restaurants-g60713-oa3300-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3302. The Shota,“World class Sushi in an unassuming...”,“World class Sushi in an unassuming...”,35,2,Japane,,mid_range,
3414,https://www.tripadvisor.com/Restaurants-g60713-oa3300-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3303. Just Desserts,“Best Macaroons Ever!”,“Best Macaroons Ever!”,35,4,,,mid_range,
3415,https://www.tripadvisor.com/Restaurants-g60713-oa3300-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3304. Pete's on Green,“... food was hot and served quickly and the full bar had many great choices.”,“... food was hot and served quickly and the full bar had many great choices.”,35,3,Americ,,mid_range,
3416,https://www.tripadvisor.com/Restaurants-g60713-oa3300-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3305. Abbey Tavern,“Irish Pub. (period) and good at it!”,“Irish Pub. (period) and good at it!”,35,3,"Irish, Pub Me",,mid_range,
3417,https://www.tripadvisor.com/Restaurants-g60713-oa3300-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3306. Kahnfections,“Go for the cream cheese fruit pastry and...”,“Go for the cream cheese fruit pastry and...”,40,1,Me,,mid_range,
3418,https://www.tripadvisor.com/Restaurants-g60713-oa3300-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3307. Popeye's Louisana Kitchen,“Ca change des hamburgers!”,“Ca change des hamburgers!”,40,1,,,mid_range,
3419,https://www.tripadvisor.com/Restaurants-g60713-oa3300-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3308. Cafe Zazo,“Great little place for lunch.”,“Great little place for lunch.”,40,2,,,mid_range,
3420,https://www.tripadvisor.com/Restaurants-g60713-oa3300-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3309. Lasizo,“Little Coffee Joint on Market”,“Little Coffee Joint on Market”,50,1,,,mid_range,
3421,https://www.tripadvisor.com/Restaurants-g60713-oa3300-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3310. Morac Restaurant and Lounge,“Great”,“Great”,45,2,"Moroccan, Mediterranean",$$ - $$$,mid_range,
3422,https://www.tripadvisor.com/Restaurants-g60713-oa3300-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3311. Sugar Bowl Bakery and Restaurant,“Great place”,“Great place”,35,2,,,mid_range,
3424,https://www.tripadvisor.com/Restaurants-g60713-oa3300-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3313. Emanuel Coffee,“Delicious Latin American food and coffee...”,“Delicious Latin American food and coffee...”,40,1,,,mid_range,
3425,https://www.tripadvisor.com/Restaurants-g60713-oa3300-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3314. Red Sea Pizza,“Pizza Craving!”,“Pizza Craving!”,40,1,Piz,,mid_range,
3427,https://www.tripadvisor.com/Restaurants-g60713-oa3300-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3316. Sinbad's Pier II Restaurant,“SAD TO SEE THE STATE USE EMINENT DOMAIN...”,“SAD TO SEE THE STATE USE EMINENT DOMAIN...”,30,220,"American, Seafood",$$ - $$$,mid_range,
3428,https://www.tripadvisor.com/Restaurants-g60713-oa3300-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3317. El Tonayense,“Best Catering Idea!”,“Best Catering Idea!”,50,1,Me,,mid_range,
3429,https://www.tripadvisor.com/Restaurants-g60713-oa3300-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3318. Enter The Cafe,“Great neighbourhood cafe for working”,“Great neighbourhood cafe for working”,40,1,"American, European",$$ - $$$,mid_range,
3430,https://www.tripadvisor.com/Restaurants-g60713-oa3300-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3319. Cream,“Shopping Mall Sweetness”,“Shopping Mall Sweetness”,40,1,American,$,cheap_eats,
3432,https://www.tripadvisor.com/Restaurants-g60713-oa3300-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3321. The Peak's,“Great stop!”,“Great stop!”,40,1,,,cheap_eats,
3433,https://www.tripadvisor.com/Restaurants-g60713-oa3300-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3322. Pineapples,“Best Authentic Shave Ice In San...”,“Best Authentic Shave Ice In San...”,40,1,,,cheap_eats,
3434,https://www.tripadvisor.com/Restaurants-g60713-oa3300-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3323. Round Table Pizza,“Great Pizza - Great Price”,“Great Pizza - Great Price”,40,2,Piz,,cheap_eats,
3435,https://www.tripadvisor.com/Restaurants-g60713-oa3300-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3324. Bluestone Lane,“Great cappuccino and avo toast”,“Great cappuccino and avo toast”,35,2,Me,,cheap_eats,
3436,https://www.tripadvisor.com/Restaurants-g60713-oa3300-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3325. S & E Cafe,“Nice late night food stop”,“Nice late night food stop”,35,3,,,cheap_eats,
3437,https://www.tripadvisor.com/Restaurants-g60713-oa3300-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3326. Powersource Juice Bar,“Good Food”,“Good Food”,45,2,Me,,cheap_eats,
3438,https://www.tripadvisor.com/Restaurants-g60713-oa3300-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3327. Ushio Ramen,“So Much Potential”,“So Much Potential”,40,1,Japane,,cheap_eats,
3439,https://www.tripadvisor.com/Restaurants-g60713-oa3300-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3328. Nico's Tacos,“Cool”,“Cool”,35,3,Mexic,,cheap_eats,
3440,https://www.tripadvisor.com/Restaurants-g60713-oa3300-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3329. Live Sushi Mission,“ownership changed”,“ownership changed”,35,3,"Japanese, Sus",,cheap_eats,
3441,https://www.tripadvisor.com/Restaurants-g60713-oa3300-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3330. Mission Banh Mi,“A SUPERMARKET SECRET”,“A SUPERMARKET SECRET”,40,1,,,cheap_eats,
3442,https://www.tripadvisor.com/Restaurants-g60713-oa3330-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,Surisan,“We ordered the K- burrito and K-tacos.”,“We ordered the K- burrito and K-tacos.”,45,294,"Asian, Korean",$$ - $$$,mid_range,
3443,https://www.tripadvisor.com/Restaurants-g60713-oa3330-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3331. Banh Mi House,"“Quick service, tasty food”","“Quick service, tasty food”",40,1,Vietname,,mid_range,
3444,https://www.tripadvisor.com/Restaurants-g60713-oa3330-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3332. Promo Pizza,"“Tasty pizza, freshly made & friendly...”","“Tasty pizza, freshly made & friendly...”",40,1,Pizza Me,,mid_range,
3445,https://www.tripadvisor.com/Restaurants-g60713-oa3330-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3333. Long Life Noodle Company,“Very healthy cheap food”,“Very healthy cheap food”,35,6,Asi,,mid_range,
3446,https://www.tripadvisor.com/Restaurants-g60713-oa3330-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3334. Jalapenos Mexican Kitchen & Grill,“Decent food”,“Decent food”,40,2,Mexic,,mid_range,
3447,https://www.tripadvisor.com/Restaurants-g60713-oa3330-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3335. The Deli King,“Neighborhood Deli”,“Neighborhood Deli”,40,1,$ Men,$,cheap_eats,
3448,https://www.tripadvisor.com/Restaurants-g60713-oa3330-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3336. Monroe,“Nice Venue for Private Party”,“Nice Venue for Private Party”,40,1,,,cheap_eats,
3449,https://www.tripadvisor.com/Restaurants-g60713-oa3330-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3337. McDonald's,“Burgers for Lunch”,“Burgers for Lunch”,30,8,,,cheap_eats,
3450,https://www.tripadvisor.com/Restaurants-g60713-oa3330-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3338. Mayes Oyster House,“PROFILING BOUNCER”,“PROFILING BOUNCER”,35,11,"Seafood, Steakhouse",$$ - $$$,mid_range,
3451,https://www.tripadvisor.com/Restaurants-g60713-oa3330-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3339. Mango Medley,“Late Night Eats in San Fran at the Mango...”,“Late Night Eats in San Fran at the Mango...”,35,6,$$ - $$$ Men,$$ - $$$,mid_range,
3452,https://www.tripadvisor.com/Restaurants-g60713-oa3330-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3340. H2O Cafe,“Great spot for breakfast!”,“Great spot for breakfast!”,50,1,Ca,,mid_range,
3453,https://www.tripadvisor.com/Restaurants-g60713-oa3330-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3341. Treasure Island Wines,“Great Wines!!!”,“Great Wines!!!”,50,1,,,mid_range,
3454,https://www.tripadvisor.com/Restaurants-g60713-oa3330-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3342. Cellarmaker House of Pizza,“Very Disappointing”,“Very Disappointing”,35,2,Me,,mid_range,
3455,https://www.tripadvisor.com/Restaurants-g60713-oa3330-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3343. Bei Fang Style,“reminded me of traveling in Asia”,“reminded me of traveling in Asia”,35,2,American,$$ - $$$,mid_range,
3456,https://www.tripadvisor.com/Restaurants-g60713-oa3330-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3344. Cafe de Pera,“Worth the trip”,“Worth the trip”,45,2,"Cafe, Middle Eastern",$$ - $$$,mid_range,
3457,https://www.tripadvisor.com/Restaurants-g60713-oa3330-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3345. Lam Hoa Thuan,“Lunch”,“Lunch”,30,6,,,mid_range,
3458,https://www.tripadvisor.com/Restaurants-g60713-oa3330-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3346. Caffe del Sole,“Along the Nr 1 Bus line on the way to...”,“Along the Nr 1 Bus line on the way to...”,40,2,Ca,,mid_range,
3459,https://www.tripadvisor.com/Restaurants-g60713-oa3330-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3347. Taqueria Girasol,“good food”,“good food”,40,1,Mexic,,mid_range,
3460,https://www.tripadvisor.com/Restaurants-g60713-oa3330-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3348. Hong Kong Delights,“Had a wonderful breakfast”,“Had a wonderful breakfast”,40,1,Chine,,mid_range,
3461,https://www.tripadvisor.com/Restaurants-g60713-oa3330-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3349. General Tso's Kitchen,“Great Hunan style Chinese”,“Great Hunan style Chinese”,40,1,,,mid_range,
3462,https://www.tripadvisor.com/Restaurants-g60713-oa3330-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3350. Samila Thai Restaurant,“Healthy Thai Food”,“Healthy Thai Food”,35,3,Thai,$,cheap_eats,
3463,https://www.tripadvisor.com/Restaurants-g60713-oa3330-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3351. Sizzling Pot King,“Delicious”,“Delicious”,35,2,,,cheap_eats,
3464,https://www.tripadvisor.com/Restaurants-g60713-oa3330-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3352. Tony Toys,“SUPERB!”,“SUPERB!”,50,1,Chine,,cheap_eats,
3465,https://www.tripadvisor.com/Restaurants-g60713-oa3330-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3353. Publico Urban Taqueria,“Pretty good taqueria”,“Pretty good taqueria”,35,2,Mexic,,cheap_eats,
3466,https://www.tripadvisor.com/Restaurants-g60713-oa3330-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3354. Burger King,“Quick Snack”,“Quick Snack”,40,1,Me,,cheap_eats,
3467,https://www.tripadvisor.com/Restaurants-g60713-oa3330-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3355. Hanuri Korean Barbeque,"“Good service, food not bad.”","“Good service, food not bad.”",35,10,"Asian, Korean",$$ - $$$,mid_range,
3468,https://www.tripadvisor.com/Restaurants-g60713-oa3330-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3356. Jb's Place,“they have everything you want”,“they have everything you want”,40,1,Me,,mid_range,
3469,https://www.tripadvisor.com/Restaurants-g60713-oa3330-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3357. Chavo's Mexican Restaurant,“Good Mexican Food”,“Good Mexican Food”,35,3,Mexican,$$ - $$$,mid_range,
3470,https://www.tripadvisor.com/Restaurants-g60713-oa3330-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3358. Little Sweet Cafe,“Milk tea was good.”,“Milk tea was good.”,40,1,,,mid_range,
3471,https://www.tripadvisor.com/Restaurants-g60713-oa3330-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3359. Cafe Soma,“Amazing Service”,“Amazing Service”,35,3,"Mexican, Piz",,mid_range,
3472,https://www.tripadvisor.com/Restaurants-g60713-oa3330-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3360. Daily Dose,"“Upscale, low key”","“Upscale, low key”",50,1,American,$$ - $$$,mid_range,
3473,https://www.tripadvisor.com/Restaurants-g60713-oa3360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,Solstice Restaurant & Bar,,,0,0,"American, Bar",$$ - $$$,mid_range,
3474,https://www.tripadvisor.com/Restaurants-g60713-oa3360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3361. Quiznos,“Oakland location - Embarcadero”,“Oakland location - Embarcadero”,35,5,Fast Food,$$ - $$$,mid_range,
3475,https://www.tripadvisor.com/Restaurants-g60713-oa3360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3362. Woods Outbound,“Some great beer to be had here! (5/5...”,“Some great beer to be had here! (5/5...”,40,1,,,mid_range,
3476,https://www.tripadvisor.com/Restaurants-g60713-oa3360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3363. La Laguna Taqueria,“Real Good Tacos”,“Real Good Tacos”,40,1,Mexic,,mid_range,
3477,https://www.tripadvisor.com/Restaurants-g60713-oa3360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3364. Hyderabad Biryani House,“Great Indian to go”,“Great Indian to go”,35,2,Me,,mid_range,
3478,https://www.tripadvisor.com/Restaurants-g60713-oa3360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3365. Red A Bakery,“New ownership and its good”,“New ownership and its good”,40,1,Asi,,mid_range,
3479,https://www.tripadvisor.com/Restaurants-g60713-oa3360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3366. Palio,“Wonderful food here..”,“Wonderful food here..”,30,7,"Italian, Deli Me",,mid_range,
3480,https://www.tripadvisor.com/Restaurants-g60713-oa3360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3367. 780 Cafe,“More than a coffee house/restaurant!”,“More than a coffee house/restaurant!”,50,1,Americ,,mid_range,
3481,https://www.tripadvisor.com/Restaurants-g60713-oa3360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3368. Cafe Ponte,"“The food sounds delicious, but...”","“The food sounds delicious, but...”",40,2,Ca,,mid_range,
3482,https://www.tripadvisor.com/Restaurants-g60713-oa3360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3369. Roe Restaurant,“A Great Quality Happy Hour - Extended...”,“A Great Quality Happy Hour - Extended...”,45,6,International,$$$$,fine_dining,
3483,https://www.tripadvisor.com/Restaurants-g60713-oa3360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3370. Arby's,“Want to pay $9.30 for a 1/2 pound roast...”,“Want to pay $9.30 for a 1/2 pound roast...”,30,5,American Me,,fine_dining,
3484,https://www.tripadvisor.com/Restaurants-g60713-oa3360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3371. Chava's,“Gross”,“Gross”,30,7,Mexican,$,cheap_eats,
3485,https://www.tripadvisor.com/Restaurants-g60713-oa3360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3372. San Bruno Cafe,“new name J and Y Cafe”,“new name J and Y Cafe”,40,1,Ca,,cheap_eats,
3486,https://www.tripadvisor.com/Restaurants-g60713-oa3360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3373. Venus Cafe,“Not my cup of tea”,“Not my cup of tea”,35,2,,,cheap_eats,
3487,https://www.tripadvisor.com/Restaurants-g60713-oa3360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3374. Zen Izakaya,“Went for Happy Hour”,“Went for Happy Hour”,35,3,,,cheap_eats,
3488,https://www.tripadvisor.com/Restaurants-g60713-oa3360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3375. The Claypot House,“Rice is king here”,“Rice is king here”,30,5,,,cheap_eats,
3489,https://www.tripadvisor.com/Restaurants-g60713-oa3360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3376. Cultured Salad,“Buenisimo”,“Buenisimo”,40,1,American,$$ - $$$,mid_range,
3490,https://www.tripadvisor.com/Restaurants-g60713-oa3360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3377. JAQK Cellars,“Buena atención”,“Buena atención”,40,1,,,mid_range,
3491,https://www.tripadvisor.com/Restaurants-g60713-oa3360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3378. Thai Corner Express,“Me encantó”,“Me encantó”,40,1,Th,,mid_range,
3492,https://www.tripadvisor.com/Restaurants-g60713-oa3360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3379. 500 Jackson,“this place is definitely...”,“this place is definitely...”,35,2,"American, Seafood",$$$$,fine_dining,
3493,https://www.tripadvisor.com/Restaurants-g60713-oa3360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3380. Bizza,"“Garlic bread inedible, pizza not far...”","“Garlic bread inedible, pizza not far...”",35,2,Me,,fine_dining,
3494,https://www.tripadvisor.com/Restaurants-g60713-oa3360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3381. El Patio,“Intéressant”,“Intéressant”,40,1,"Mexican, Latin",$,cheap_eats,
3495,https://www.tripadvisor.com/Restaurants-g60713-oa3360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3382. Prima Cafe,“So happy Prima is here”,“So happy Prima is here”,40,1,Me,,cheap_eats,
3496,https://www.tripadvisor.com/Restaurants-g60713-oa3360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3383. Lee's Thai Restaurant,“The Mango Curry will always have a place...”,“The Mango Curry will always have a place...”,50,1,Th,,cheap_eats,
3497,https://www.tripadvisor.com/Restaurants-g60713-oa3360-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2316,3384. Clay Oven on Haight,“Great food in a cozy spot”,“Great food in a cozy spot”,40,1,,,cheap_eats,
