number,link,date,name,first_review,second_review,rating,n_reviews,type,price_range,price,review_pro
1603,https://www.tripadvisor.com/Restaurants-g60713-oa1530-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1551. The Riddler,“Fantastic range”,“Fantastic range”,45,11,Wine Bar,$$$$,fine_dining,What to Do in San Francisco Right Now by Jetsetter
1604,https://www.tripadvisor.com/Restaurants-g60713-oa1530-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1552. Sushi Rapture,“Big gem in a small package.”,“Big gem in a small package.”,40,22,"Japanese, Sushi",$$ - $$$,mid_range,
1605,https://www.tripadvisor.com/Restaurants-g60713-oa1530-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1553. Kaiju Eats Ramen and Izakaya,"“We had garlic edamame, gyozilla gyoza , Karaage ramen and Sake.”","“We had garlic edamame, gyozilla gyoza , Karaage ramen and Sake.”",40,17,"Japanese, Asian",$$ - $$$,mid_range,
1606,https://www.tripadvisor.com/Restaurants-g60713-oa1530-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1554. Khai,“Our votes were the rice crackers with m...”,“Our votes were the rice crackers with m...”,45,13,"French, Asian",$$$$,fine_dining,
1607,https://www.tripadvisor.com/Restaurants-g60713-oa1530-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1555. Wonderland Restaurant,“A lovely meal”,“A lovely meal”,40,17,"Chinese, Asian",$$ - $$$,mid_range,
1608,https://www.tripadvisor.com/Restaurants-g60713-oa1530-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1556. Indian Oven,“Excellent indian stuff”,“Excellent indian stuff”,35,72,Indian,$$ - $$$,mid_range,
1609,https://www.tripadvisor.com/Restaurants-g60713-oa1530-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1557. Washington Bakery & Restaurant,“... Hong Kong style baked rice .”,“... Hong Kong style baked rice .”,40,30,"Asian, Chinese",$,cheap_eats,
1610,https://www.tripadvisor.com/Restaurants-g60713-oa1530-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1558. Yo Yo's,“Best Udon Lunch”,“Best Udon Lunch”,45,10,Japanese,$,cheap_eats,
1611,https://www.tripadvisor.com/Restaurants-g60713-oa1530-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1559. Red Cafe,“Lucky to have a solid breakfast spot so...”,“Lucky to have a solid breakfast spot so...”,45,14,"Cafe, Mexican",$,cheap_eats,
1612,https://www.tripadvisor.com/Restaurants-g60713-oa1530-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1560. Que Syrah Wine Bar,“ Wine bar at West Portal”,“ Wine bar at West Portal”,50,9,Wine Bar,$$ - $$$,mid_range,
1613,https://www.tripadvisor.com/Restaurants-g60713-oa1560-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,Surisan,“We ordered the K- burrito and K-tacos.”,“We ordered the K- burrito and K-tacos.”,45,294,"Asian, Korean",$$ - $$$,mid_range,
1614,https://www.tripadvisor.com/Restaurants-g60713-oa1560-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1561. Tsubasa Sushi,“... but I prefer a softer and warmer rice .”,“... but I prefer a softer and warmer rice .”,45,19,"Japanese, Sushi",$$ - $$$,mid_range,
1615,https://www.tripadvisor.com/Restaurants-g60713-oa1560-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1562. Oolong Noodles Restaurant,“Affordable”,“Affordable”,35,34,"Japanese, Asian",$$ - $$$,mid_range,
1616,https://www.tripadvisor.com/Restaurants-g60713-oa1560-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1563. Swiss Louis Italian Restaurant,"“Good beer, pasta and crab cakes .. lovely view!”","“Good beer, pasta and crab cakes .. lovely view!”",30,701,"Italian, Seafood",$$ - $$$,mid_range,
1617,https://www.tripadvisor.com/Restaurants-g60713-oa1560-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1564. North Beach Pizza Mission Street,“ Great pizza and desserts”,“ Great pizza and desserts”,45,14,"Italian, Pizza Me",,mid_range,
1618,https://www.tripadvisor.com/Restaurants-g60713-oa1560-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1565. SF Hole In The Wall Pizza,“... special about this pizza joint .”,“... special about this pizza joint .”,40,23,"Pizza, Italian",$,cheap_eats,
1619,https://www.tripadvisor.com/Restaurants-g60713-oa1560-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1566. Oyaji,“My companion had sashimi and said it was super fresh.”,“My companion had sashimi and said it was super fresh.”,45,20,"Japanese, Sushi",$$ - $$$,mid_range,
1620,https://www.tripadvisor.com/Restaurants-g60713-oa1560-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1567. Goood Frikin' Chicken,“... which is the national dish of Jordan .”,“... which is the national dish of Jordan .”,40,22,"American, Mediterranean",$$ - $$$,mid_range,
1621,https://www.tripadvisor.com/Restaurants-g60713-oa1560-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1568. Seakor Polish Delicatessen,“Best Polish Delicatessen in the World (which includes Poland !)”,“Best Polish Delicatessen in the World (which includes Poland !)”,45,10,"Polish, European",$,cheap_eats,
1622,https://www.tripadvisor.com/Restaurants-g60713-oa1560-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1569. Yasukochi's Sweet Stop,“Blum's Coffee Crunch Cake”,“Blum's Coffee Crunch Cake”,50,12,$$ - $$,$$ - $$$,mid_range,
1623,https://www.tripadvisor.com/Restaurants-g60713-oa1560-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1570. Mojo Bicycle Cafe,“Great causal lunch spot with good beer”,“Great causal lunch spot with good beer”,40,17,"Cafe, American",$,cheap_eats,
1624,https://www.tripadvisor.com/Restaurants-g60713-oa1560-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1571. Urban Remedy,"“Juice great, Food fine.”","“Juice great, Food fine.”",45,10,Healt,,cheap_eats,
1625,https://www.tripadvisor.com/Restaurants-g60713-oa1560-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1572. Bistro Gambrinus,“Good Beer and Food!”,“Good Beer and Food!”,45,14,"Bar, P",,cheap_eats,
1626,https://www.tripadvisor.com/Restaurants-g60713-oa1560-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1573. Ssisso,"“Good Korean food in Japantown, San...”","“Good Korean food in Japantown, San...”",40,22,"Asian, Korean",$$ - $$$,mid_range,
1627,https://www.tripadvisor.com/Restaurants-g60713-oa1560-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1574. Blue Hawaii Acai Cafe,“Amazing!”,“Amazing!”,45,11,$ Men,$,cheap_eats,
1628,https://www.tripadvisor.com/Restaurants-g60713-oa1560-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1575. Eat Americana,“Dinner”,“Dinner”,40,16,"Italian, American",$$ - $$$,mid_range,
1629,https://www.tripadvisor.com/Restaurants-g60713-oa1560-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1576. Besharam,“Fantastic modern Indian”,“Fantastic modern Indian”,45,7,Indian,$$ - $$$,mid_range,"Insider’s guide: Where to eat, drink and play in SF’s Dogpatch this summer by The Mercury News"
1630,https://www.tripadvisor.com/Restaurants-g60713-oa1560-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1577. Arashi Sushi House,“We enjoyed everything from”,“We enjoyed everything from”,45,10,"Japanese, Sushi",$$ - $$$,mid_range,
1631,https://www.tripadvisor.com/Restaurants-g60713-oa1560-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1578. Ssal,“... your usual cheap Korean restaurant .”,“... your usual cheap Korean restaurant .”,50,6,"Asian, Korean",$$ - $$$,mid_range,
1632,https://www.tripadvisor.com/Restaurants-g60713-oa1560-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1579. Red Door Cafe,“Just so you know...”,“Just so you know...”,40,38,"American, Cafe",$$ - $$$,mid_range,
1633,https://www.tripadvisor.com/Restaurants-g60713-oa1560-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1580. Riverside Seafood Restaurant,“Isolated”,“Isolated”,40,20,"Chinese, Asian",$$ - $$$,mid_range,
1634,https://www.tripadvisor.com/Restaurants-g60713-oa1560-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1581. Genki Ramen,“Great place for take-away dessert or snack”,“Great place for take-away dessert or snack”,40,22,"Japanese, Asian",$$ - $$$,mid_range,
1635,https://www.tripadvisor.com/Restaurants-g60713-oa1560-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1582. Fujiyama-ya Japanese Restaurant,"“... and soup, with rice filled our tumm...”","“... and soup, with rice filled our tumm...”",45,12,"Japanese, Sus",,mid_range,
1636,https://www.tripadvisor.com/Restaurants-g60713-oa1560-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1583. Old Skool Cafe,“Gold Skool Cafe!”,“Gold Skool Cafe!”,45,24,"American, International",$$ - $$$,mid_range,
1637,https://www.tripadvisor.com/Restaurants-g60713-oa1560-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1584. We Be Sushi,“Too many lapses.”,“Too many lapses.”,40,23,"Japanese, Sushi",$,cheap_eats,
1638,https://www.tripadvisor.com/Restaurants-g60713-oa1560-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1585. Bulls Head,“Need a healthy burger?”,“Need a healthy burger?”,45,15,$$ - $$,$$ - $$$,mid_range,
1639,https://www.tripadvisor.com/Restaurants-g60713-oa1560-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1586. Big Joes,“Great brunch spot”,“Great brunch spot”,45,12,,,mid_range,
1640,https://www.tripadvisor.com/Restaurants-g60713-oa1560-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1587. Salumeria,“Fried chicken brunch sandwich!!”,“Fried chicken brunch sandwich!!”,45,15,Deli,$$ - $$$,mid_range,
1641,https://www.tripadvisor.com/Restaurants-g60713-oa1560-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1588. Market Mayflower,“shopping while on vacation”,“shopping while on vacation”,45,14,Deli,$$ - $$$,mid_range,
1642,https://www.tripadvisor.com/Restaurants-g60713-oa1560-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1589. Peasant Pies,“Delicious & Homemade!”,“Delicious & Homemade!”,40,20,$ Men,$,cheap_eats,
1643,https://www.tripadvisor.com/Restaurants-g60713-oa1560-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1590. The Grove,“Lovely atmosphere”,“Lovely atmosphere”,45,11,"American, Cafe Me",,cheap_eats,
1644,https://www.tripadvisor.com/Restaurants-g60713-oa1590-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,Surisan,“We ordered the K- burrito and K-tacos.”,“We ordered the K- burrito and K-tacos.”,45,294,"Asian, Korean",$$ - $$$,mid_range,
1645,https://www.tripadvisor.com/Restaurants-g60713-oa1590-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1591. Orenchi Beyond,“Great Ramen / Japanese in hip and casua...”,“Great Ramen / Japanese in hip and casua...”,40,17,"Japanese, Asian",$$ - $$$,mid_range,
1646,https://www.tripadvisor.com/Restaurants-g60713-oa1590-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1592. Les Croissant,“Great if you are in a hurry”,“Great if you are in a hurry”,45,16,Cafe,$,cheap_eats,
1647,https://www.tripadvisor.com/Restaurants-g60713-oa1590-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1593. Secret Garden Teahouse,“Love it here...”,“Love it here...”,45,13,British,$$ - $$$,mid_range,
1648,https://www.tripadvisor.com/Restaurants-g60713-oa1590-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1594. Dijon Burger,“We could have chosen bison if we had wanted and I almost did.”,“We could have chosen bison if we had wanted and I almost did.”,45,8,"American, Mediterranean",$$ - $$$,mid_range,
1649,https://www.tripadvisor.com/Restaurants-g60713-oa1590-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1595. DeLessio Market and Bakery,"“A Lunch at DeLessio Bakery , San Francisco”","“A Lunch at DeLessio Bakery , San Francisco”",40,28,Deli,$$ - $$$,mid_range,
1650,https://www.tripadvisor.com/Restaurants-g60713-oa1590-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1596. Atlas Tap Room,"“It was before Christmas , and unfortunately, we hadn't pencilled in the fact t...”","“It was before Christmas , and unfortunately, we hadn't pencilled in the fact t...”",40,13,"Bar, Pub",$$ - $$$,mid_range,
1651,https://www.tripadvisor.com/Restaurants-g60713-oa1590-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1597. New Korea House,“Surprised that this place survived near...”,“Surprised that this place survived near...”,40,26,"Asian, Korean",$$ - $$$,mid_range,
1652,https://www.tripadvisor.com/Restaurants-g60713-oa1590-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1598. Whole Foods Market,“Grocery Store”,“Grocery Store”,40,16,American,$$ - $$$,mid_range,
1653,https://www.tripadvisor.com/Restaurants-g60713-oa1590-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1599. The Turn Cafe,“Great Breakfasts”,“Great Breakfasts”,40,35,Cafe,$$ - $$$,mid_range,
1654,https://www.tripadvisor.com/Restaurants-g60713-oa1590-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1600. Ambrosia Bakery,"“Popular local bakery, worth discovering”","“Popular local bakery, worth discovering”",45,10,Americ,,mid_range,
1655,https://www.tripadvisor.com/Restaurants-g60713-oa1590-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1601. The Barbary Coast,“Great ambiance and history”,“Great ambiance and history”,50,9,$$ - $$$ Men,$$ - $$$,mid_range,
1656,https://www.tripadvisor.com/Restaurants-g60713-oa1590-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1602. Tanuki Restaurant,“Great Neighborhood Sushi Near Legion of...”,“Great Neighborhood Sushi Near Legion of...”,45,19,"Japanese, Sushi",$$ - $$$,mid_range,
1657,https://www.tripadvisor.com/Restaurants-g60713-oa1590-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1603. El Tomate,“Great flautas”,“Great flautas”,45,10,Mexic,,mid_range,
1658,https://www.tripadvisor.com/Restaurants-g60713-oa1590-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1604. Al-Masri Egyptian Restaurant,“The chef also sells her baklava at local events.”,“The chef also sells her baklava at local events.”,45,14,"Middle Eastern, Mediterranean",$$ - $$$,mid_range,
1659,https://www.tripadvisor.com/Restaurants-g60713-oa1590-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1605. Celia's by the Beach,“First night in sf”,“First night in sf”,40,24,Mexican,$$ - $$$,mid_range,
1660,https://www.tripadvisor.com/Restaurants-g60713-oa1590-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1606. Boiling Hot Pot,“This is worth a try”,“This is worth a try”,45,10,Chinese,$$ - $$$,mid_range,
1661,https://www.tripadvisor.com/Restaurants-g60713-oa1590-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1607. The North Star Cafe,“This is a really great place.”,“This is a really great place.”,45,13,"Bar, Pub",$,cheap_eats,
1662,https://www.tripadvisor.com/Restaurants-g60713-oa1590-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1608. Saiwaii Ramen,"“We've had some of the sushi offerings, but the ramen is the real attraction h...”","“We've had some of the sushi offerings, but the ramen is the real attraction h...”",40,13,"Japanese, Sushi",$,cheap_eats,
1663,https://www.tripadvisor.com/Restaurants-g60713-oa1590-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1609. Sweetie's Art Bar,“Casual local hangout”,“Casual local hangout”,45,12,"Bar, Pub",$,cheap_eats,
1664,https://www.tripadvisor.com/Restaurants-g60713-oa1590-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1610. ATwater Tavern,"“... recently, going to Cirque du Soliel at the tent in the AT&T parking lot !”","“... recently, going to Cirque du Soliel at the tent in the AT&T parking lot !”",35,32,"Seafood, American",$$ - $$$,mid_range,
1665,https://www.tripadvisor.com/Restaurants-g60713-oa1590-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1611. Yum Yum Sushi House,“Good sushi ”,“Good sushi ”,40,17,"Japanese, Sushi",$$ - $$$,mid_range,
1666,https://www.tripadvisor.com/Restaurants-g60713-oa1590-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1612. Sugoi Sushi,“So very nice!!!”,“So very nice!!!”,40,14,"Japanese, Sus",,mid_range,
1667,https://www.tripadvisor.com/Restaurants-g60713-oa1590-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1613. Amasia Hide's Sushi Bar,“Dinner and entertainment right around the...”,“Dinner and entertainment right around the...”,50,10,"Sushi, Japanese Me",,mid_range,
1668,https://www.tripadvisor.com/Restaurants-g60713-oa1590-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1614. The 1881,“The Tarte au Mango was fascinating.”,“The Tarte au Mango was fascinating.”,45,7,"French, American",$$$$,fine_dining,
1669,https://www.tripadvisor.com/Restaurants-g60713-oa1590-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1615. Fiore Caffe,“Superb!”,“Superb!”,45,37,"Italian, European",$$ - $$$,mid_range,
1670,https://www.tripadvisor.com/Restaurants-g60713-oa1590-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1616. Mariposa Cafeteria,“High prices for high quality”,“High prices for high quality”,45,11,$$ - $$,$$ - $$$,mid_range,
1671,https://www.tripadvisor.com/Restaurants-g60713-oa1590-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1617. Kaya,“The menu is loaded with fried plantains .”,“The menu is loaded with fried plantains .”,40,14,"Caribbean, Jamaican",$$ - $$$,mid_range,
1672,https://www.tripadvisor.com/Restaurants-g60713-oa1590-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1618. Daigo Sushi,“Great sushi that won't break the bank”,“Great sushi that won't break the bank”,50,10,"Sushi, Japanese",$$ - $$$,mid_range,
1673,https://www.tripadvisor.com/Restaurants-g60713-oa1590-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1619. Whole Foods Market,“Good Health Food Store”,“Good Health Food Store”,45,10,Cafe,$$ - $$$,mid_range,
1674,https://www.tripadvisor.com/Restaurants-g60713-oa1590-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1620. Jang Soo BBQ,“Good Korean BBQ ”,“Good Korean BBQ ”,45,12,"Barbecue, Asian",$$ - $$$,mid_range,
1675,https://www.tripadvisor.com/Restaurants-g60713-oa1620-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,Cultivar,"“Hip, chic and vibrant.”","“Hip, chic and vibrant.”",50,18,"Wine Bar, American",$$ - $$$,mid_range,
1676,https://www.tripadvisor.com/Restaurants-g60713-oa1620-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1621. Bebebar,“Best Açai in town”,“Best Açai in town”,45,10,,$,cheap_eats,
1677,https://www.tripadvisor.com/Restaurants-g60713-oa1620-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1622. Beit Rima,“Palestinian/Lebanese cuisine to die for”,“Palestinian/Lebanese cuisine to die for”,45,9,Lebanese,$$ - $$$,mid_range,
1678,https://www.tripadvisor.com/Restaurants-g60713-oa1620-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1623. Yuubi Japanese Restaurant,“A great find near Golden Gate Park”,“A great find near Golden Gate Park”,45,12,"Japanese, Sushi",$$ - $$$,mid_range,
1679,https://www.tripadvisor.com/Restaurants-g60713-oa1620-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1624. Ramen Izakaya Goku,“Solid ramen experience with decent port...”,“Solid ramen experience with decent port...”,40,18,"Japanese, Asian",$,cheap_eats,
1680,https://www.tripadvisor.com/Restaurants-g60713-oa1620-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1625. Cracked and Battered,“Fantastic tasting food”,“Fantastic tasting food”,45,7,$$ - $$,$$ - $$$,mid_range,
1681,https://www.tripadvisor.com/Restaurants-g60713-oa1620-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1626. Golden River,“Great cost-performance on good Dim Sim”,“Great cost-performance on good Dim Sim”,40,20,"Chinese, Asian",$,cheap_eats,
1682,https://www.tripadvisor.com/Restaurants-g60713-oa1620-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1627. Green Chile Kitchen and Market,“Fresh Tastes!”,“Fresh Tastes!”,40,25,"Mexican, Southwestern",$$ - $$$,mid_range,
1683,https://www.tripadvisor.com/Restaurants-g60713-oa1620-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1628. Pearl 6101,“Very strong front of house and wait staff - and all courses were served by th...”,“Very strong front of house and wait staff - and all courses were served by th...”,40,11,"Italian, American",$$ - $$$,mid_range,
1684,https://www.tripadvisor.com/Restaurants-g60713-oa1620-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1629. One Waan,"“The pumpkin curry , the larb and everything else was excellent.”","“The pumpkin curry , the larb and everything else was excellent.”",45,8,Thai,$$ - $$$,mid_range,
1685,https://www.tripadvisor.com/Restaurants-g60713-oa1620-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1630. Laguna Restaurant,“Better than the fancy French and Italian...”,“Better than the fancy French and Italian...”,50,7,American,$$ - $$$,mid_range,
1686,https://www.tripadvisor.com/Restaurants-g60713-oa1620-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1631. Bini's Kitchen,“Delicious Momos ”,“Delicious Momos ”,50,7,"Asian, Nepali",$,cheap_eats,
1687,https://www.tripadvisor.com/Restaurants-g60713-oa1620-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1632. Chung King Restaurant,“Indian”,“Indian”,40,35,"Chinese, Asian",$$ - $$$,mid_range,
1688,https://www.tripadvisor.com/Restaurants-g60713-oa1620-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1633. Papa Mak's Burgers,“Best burger of our California trip!!!”,“Best burger of our California trip!!!”,40,12,"American, Fast Food Me",,mid_range,
1689,https://www.tripadvisor.com/Restaurants-g60713-oa1620-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1634. Bella Pizza,“Small place with amazing food!”,“Small place with amazing food!”,45,10,"Italian, Pizza",$$ - $$$,mid_range,
1690,https://www.tripadvisor.com/Restaurants-g60713-oa1620-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1635. Sushi Kazu,“great Japanese food”,“great Japanese food”,45,9,Sushi,$$ - $$$,mid_range,
1691,https://www.tripadvisor.com/Restaurants-g60713-oa1620-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1636. Subway,“Sandwiches”,“Sandwiches”,40,23,"Fast Food, Argentinean",$,cheap_eats,
1692,https://www.tripadvisor.com/Restaurants-g60713-oa1620-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1637. Blue Bottle Coffee,“Yummy mocha”,“Yummy mocha”,45,8,$$ - $$,$$ - $$$,mid_range,
1693,https://www.tripadvisor.com/Restaurants-g60713-oa1620-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1638. Pronto's Pizza & Pasta,“Hotel Menu Did Us Right”,“Hotel Menu Did Us Right”,35,42,"Italian, Pizza",$$ - $$$,mid_range,
1694,https://www.tripadvisor.com/Restaurants-g60713-oa1620-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1639. The Pink Elephant Alibi,“The bar is cute with lots of TV screens...”,“The bar is cute with lots of TV screens...”,45,22,"Bar, Pub",$$ - $$$,mid_range,
1695,https://www.tripadvisor.com/Restaurants-g60713-oa1620-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1640. Lookout Cafe,“... 30 minutes before closing so keep that in mind if you plan to get a latte .”,“... 30 minutes before closing so keep that in mind if you plan to get a latte .”,45,12,Cafe,$,cheap_eats,
1696,https://www.tripadvisor.com/Restaurants-g60713-oa1620-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1641. Park Grill,"“Classic choices, reasonably priced and...”","“Classic choices, reasonably priced and...”",40,25,"American, Contemporary",$$ - $$$,mid_range,
1697,https://www.tripadvisor.com/Restaurants-g60713-oa1620-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1642. China Fun Express,“Great place for lunch”,“Great place for lunch”,40,15,Chinese Me,,mid_range,
1698,https://www.tripadvisor.com/Restaurants-g60713-oa1620-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1643. Aurea,“Expected Better”,“Expected Better”,40,37,"American, Bar",$$ - $$$,mid_range,
1699,https://www.tripadvisor.com/Restaurants-g60713-oa1620-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1644. Madrone Art Bar,“Great to dance”,“Great to dance”,45,9,,$,cheap_eats,The Best Bars for Singles in San Francisco by Thrillist
1700,https://www.tripadvisor.com/Restaurants-g60713-oa1620-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1645. La Canasta--Buchanan Street,“Good for lunch”,“Good for lunch”,45,13,Mexican,$,cheap_eats,
1701,https://www.tripadvisor.com/Restaurants-g60713-oa1620-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1646. King of Thai,"“Nice decor, excellent Pad Thai !”","“Nice decor, excellent Pad Thai !”",40,22,"Asian, Thai",$$ - $$$,mid_range,
1702,https://www.tripadvisor.com/Restaurants-g60713-oa1620-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1647. Warakubune Sushi Restaurant,“Fun Sushi with Boats”,“Fun Sushi with Boats”,45,17,"Japanese, Sushi",$$ - $$$,mid_range,
1703,https://www.tripadvisor.com/Restaurants-g60713-oa1620-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1648. The Boiling Shrimp,"“ Pot stickers , fried rice, wonton with noodles soup, and chicken with fried Ra...”","“ Pot stickers , fried rice, wonton with noodles soup, and chicken with fried Ra...”",40,15,"Chinese, Asian",$,cheap_eats,
1704,https://www.tripadvisor.com/Restaurants-g60713-oa1620-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1649. 7-Eleven,“Good location”,“Good location”,40,16,,,cheap_eats,
1705,https://www.tripadvisor.com/Restaurants-g60713-oa1620-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1650. Jillian's,“The no meat sliders were fabulous - I can't imagine what they grind up - look...”,“The no meat sliders were fabulous - I can't imagine what they grind up - look...”,35,89,"American, Bar",$$ - $$$,mid_range,
1706,https://www.tripadvisor.com/Restaurants-g60713-oa1650-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,The Grotto,“We had an enjoyable meal of the chowder ...”,“We had an enjoyable meal of the chowder ...”,40,89,"Seafood, American",$$ - $$$,mid_range,
1707,https://www.tripadvisor.com/Restaurants-g60713-oa1650-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_2313,1651. Layaly Mediterranean Grill,“Good food”,“Good food”,40,19,"Middle Eastern, Lebanese",$$ - $$$,mid_range,
