number,link,date,name,first_review,second_review,rating,n_reviews,type,price_range,price
2754,https://www.tripadvisor.com/Restaurants-g60713-oa2670-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2695. Golden Gate Dim Sum,“Quick service”,“Quick service”,35,6,Chinese Me,,mid_range
2755,https://www.tripadvisor.com/Restaurants-g60713-oa2670-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2696. Eden Plaza Cafe,"“""Honey Baby!""”","“""Honey Baby!""”",45,4,,,mid_range
2756,https://www.tripadvisor.com/Restaurants-g60713-oa2670-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2697. Dragoneats,“Fantastic lunch stop on Haight!”,“Fantastic lunch stop on Haight!”,45,2,Vietname,,mid_range
2757,https://www.tripadvisor.com/Restaurants-g60713-oa2670-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2698. Mucky Duck,“Friendly and fun”,“Friendly and fun”,45,3,,,mid_range
2758,https://www.tripadvisor.com/Restaurants-g60713-oa2670-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2699. Los Planes De Renderos Pupuseria,“Fresh Real Food”,“Fresh Real Food”,45,3,,,mid_range
2759,https://www.tripadvisor.com/Restaurants-g60713-oa2670-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2700. Thai-To-Go,"“Quick and Friendly Service, but...”","“Quick and Friendly Service, but...”",40,3,Th,,mid_range
2760,https://www.tripadvisor.com/Restaurants-g60713-oa2700-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,The New Spot On Polk,“After visiting a different burger bar t...”,“After visiting a different burger bar t...”,45,73,"American, Cafe",$$ - $$$,mid_range
2761,https://www.tripadvisor.com/Restaurants-g60713-oa2700-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2701. Altena Restaurant,“Mexican Food as the way it should be”,“Mexican Food as the way it should be”,45,3,,,mid_range
2762,https://www.tripadvisor.com/Restaurants-g60713-oa2700-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2702. Foundation Cafe,“Cheapish and Cheerful”,“Cheapish and Cheerful”,35,6,Cafe Me,,mid_range
2763,https://www.tripadvisor.com/Restaurants-g60713-oa2700-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2703. schilling & Co. Cafe,“Really good lunch at a really good price”,“Really good lunch at a really good price”,50,2,"American, Thai",$,cheap_eats
2764,https://www.tripadvisor.com/Restaurants-g60713-oa2700-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2704. Theorita,“Try the buttered fries”,“Try the buttered fries”,45,2,,,cheap_eats
2765,https://www.tripadvisor.com/Restaurants-g60713-oa2700-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2705. Turk & Larkin Deli,“Best Place for Sandwiches in the Area”,“Best Place for Sandwiches in the Area”,45,3,"American, De",,cheap_eats
2766,https://www.tripadvisor.com/Restaurants-g60713-oa2700-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2706. Picnix Bistro Carry Out,“Too precious for me”,“Too precious for me”,45,4,,,cheap_eats
2767,https://www.tripadvisor.com/Restaurants-g60713-oa2700-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2707. Focaccia Market and Bakery,“Love the Convenience but the Pre-made...”,“Love the Convenience but the Pre-made...”,45,3,"Italian, American",$,cheap_eats
2768,https://www.tripadvisor.com/Restaurants-g60713-oa2700-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2708. Java on Ocean Cafe',“Xtra charges”,“Xtra charges”,40,6,Me,,cheap_eats
2769,https://www.tripadvisor.com/Restaurants-g60713-oa2700-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2709. Hakka,“Food is OK. Not wonderful but solid.”,“Food is OK. Not wonderful but solid.”,40,12,"Chinese, Asian",$$ - $$$,mid_range
2770,https://www.tripadvisor.com/Restaurants-g60713-oa2700-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2710. Hitachino Beer & Wagyu,“Great Beer but Underwhelming and...”,“Great Beer but Underwhelming and...”,35,7,"Japanese, Brew Pub",$$ - $$$,mid_range
2771,https://www.tripadvisor.com/Restaurants-g60713-oa2700-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2711. Sushi Delight,“Very poor sushi”,“Very poor sushi”,35,8,"Sushi, Chinese",$$ - $$$,mid_range
2772,https://www.tripadvisor.com/Restaurants-g60713-oa2700-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2712. Wildflower Cafe,“Fantastic Salad and Food Bar!”,“Fantastic Salad and Food Bar!”,35,6,"American, Cafe",$$ - $$$,mid_range
2773,https://www.tripadvisor.com/Restaurants-g60713-oa2700-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2713. Freshroll Vietnamese Rolls and Bowls,"“Good concept, mediocre execution”","“Good concept, mediocre execution”",40,4,Me,,mid_range
2774,https://www.tripadvisor.com/Restaurants-g60713-oa2700-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2714. Ichiban Teriyaki,“Ichiban Teriyaki”,“Ichiban Teriyaki”,45,4,Japanese Me,,mid_range
2775,https://www.tripadvisor.com/Restaurants-g60713-oa2700-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2715. Portal's Tavern,"“A ""Locals"" Place!”","“A ""Locals"" Place!”",40,4,P,,mid_range
2776,https://www.tripadvisor.com/Restaurants-g60713-oa2700-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2716. Subway,“Lunch”,“Lunch”,45,3,Me,,mid_range
2777,https://www.tripadvisor.com/Restaurants-g60713-oa2700-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2717. Popeye's Chicken,“Spicy Chicken”,“Spicy Chicken”,35,15,Fast Food,$,cheap_eats
2778,https://www.tripadvisor.com/Restaurants-g60713-oa2700-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2718. Tasty Restaurant,“Good price. Good food.”,“Good price. Good food.”,45,4,,,cheap_eats
2779,https://www.tripadvisor.com/Restaurants-g60713-oa2700-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2719. Piccadilly Fish & Chips,"“Okay, but they need to change the oil”","“Okay, but they need to change the oil”",35,18,"American, Seafood",$,cheap_eats
2780,https://www.tripadvisor.com/Restaurants-g60713-oa2700-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2720. Las Margueritas,"“Good food, small portions”","“Good food, small portions”",40,5,Mexic,,cheap_eats
2781,https://www.tripadvisor.com/Restaurants-g60713-oa2700-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2721. Taco Bell,“always love taco bell”,“always love taco bell”,35,13,Mexican,$,cheap_eats
2782,https://www.tripadvisor.com/Restaurants-g60713-oa2700-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2722. Emperor Palace,“Fresh lobster and sea snails”,“Fresh lobster and sea snails”,40,8,Chinese,$,cheap_eats
2783,https://www.tripadvisor.com/Restaurants-g60713-oa2700-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2723. The Melt,“It’s freezing in here. They”,“It’s freezing in here. They”,40,4,American,$$ - $$$,mid_range
2784,https://www.tripadvisor.com/Restaurants-g60713-oa2700-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2724. Bistro L’Aviateur,“Nice addition to the neighborhood!”,“Nice addition to the neighborhood!”,45,3,Fren,,mid_range
2785,https://www.tripadvisor.com/Restaurants-g60713-oa2700-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2725. Batter Up,“man vs food recommendation”,“man vs food recommendation”,45,3,,,mid_range
2786,https://www.tripadvisor.com/Restaurants-g60713-oa2700-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2726. Ilana,“Great Vietnamese Sandwiches”,“Great Vietnamese Sandwiches”,50,2,,,mid_range
2787,https://www.tripadvisor.com/Restaurants-g60713-oa2700-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2727. El Pollo Supremo,“Excellent chicken”,“Excellent chicken”,45,7,"Mexican, Caribbean Me",,mid_range
2788,https://www.tripadvisor.com/Restaurants-g60713-oa2700-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2728. Smokin' Warehouse Barbecue,“Satisfied my craving for authentic BBQ”,“Satisfied my craving for authentic BBQ”,45,3,Barbec,,mid_range
2789,https://www.tripadvisor.com/Restaurants-g60713-oa2700-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2729. San Buena Taco Truck,"“Quick, Fresh and Hot!”","“Quick, Fresh and Hot!”",50,3,Mexic,,mid_range
2790,https://www.tripadvisor.com/Restaurants-g60713-oa2700-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2730. Grill Spot,"“Holy Grail, Holy Grille”","“Holy Grail, Holy Grille”",45,2,"Japanese, Barbecue",$$ - $$$,mid_range
2791,https://www.tripadvisor.com/Restaurants-g60713-oa2730-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,Harborview Restaurant & Bar,“... except for the crab which is overpr...”,“... except for the crab which is overpr...”,45,28,"Chinese, Asian",$$ - $$$,mid_range
2792,https://www.tripadvisor.com/Restaurants-g60713-oa2730-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2731. Yum Yum Hunan,“Hot and fresh”,“Hot and fresh”,35,13,Chinese,$,cheap_eats
2793,https://www.tripadvisor.com/Restaurants-g60713-oa2730-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2732. Gozu,“Terribly disappointing”,“Terribly disappointing”,40,3,,,cheap_eats
2794,https://www.tripadvisor.com/Restaurants-g60713-oa2730-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2733. Focaccia Market and Bakery,“Sloppy”,“Sloppy”,40,5,"Italian, American",$,cheap_eats
2795,https://www.tripadvisor.com/Restaurants-g60713-oa2730-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2734. Sweet Joannas Cafe,“Amazing Cafe”,“Amazing Cafe”,40,5,"American, Cafe Me",,cheap_eats
2796,https://www.tripadvisor.com/Restaurants-g60713-oa2730-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2735. Golden Rice Bowl,“dont forget the chopsticks.”,“dont forget the chopsticks.”,45,3,Me,,cheap_eats
2797,https://www.tripadvisor.com/Restaurants-g60713-oa2730-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2736. Great Hunan Restaurant,“Great Chinese food”,“Great Chinese food”,45,4,Chinese,$,cheap_eats
2798,https://www.tripadvisor.com/Restaurants-g60713-oa2730-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2737. Pad Thai Restaurant,“Quick Easy and Delicious”,“Quick Easy and Delicious”,40,8,Thai Me,,cheap_eats
2799,https://www.tripadvisor.com/Restaurants-g60713-oa2730-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2738. Corks Richmond,“Over the top!!”,“Over the top!!”,45,2,,,cheap_eats
2800,https://www.tripadvisor.com/Restaurants-g60713-oa2730-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2739. Caffe Terzetto,“Excellent variety of Grab & Go food...”,“Excellent variety of Grab & Go food...”,40,4,Ca,,cheap_eats
2801,https://www.tripadvisor.com/Restaurants-g60713-oa2730-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2740. Roma Pizzeria,“Great pizza”,“Great pizza”,45,3,Piz,,cheap_eats
2802,https://www.tripadvisor.com/Restaurants-g60713-oa2730-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2741. Mission Picnic,“SOOO Delicious!”,“SOOO Delicious!”,50,2,Me,,cheap_eats
2803,https://www.tripadvisor.com/Restaurants-g60713-oa2730-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2742. Tank 18,"“Conference Trip, Private event. Very nice...”","“Conference Trip, Private event. Very nice...”",45,2,,,cheap_eats
2804,https://www.tripadvisor.com/Restaurants-g60713-oa2730-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2743. Che Fico Alimentari,“Mixed reviews on this place”,“Mixed reviews on this place”,35,6,Italian,$$ - $$$,mid_range
2805,https://www.tripadvisor.com/Restaurants-g60713-oa2730-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2744. BLUE CAFE,“Almost did not go in!!!”,“Almost did not go in!!!”,45,2,Italian,$,cheap_eats
2806,https://www.tripadvisor.com/Restaurants-g60713-oa2730-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2745. Canton House Gourmet,“Good Cantonese Restaurant”,“Good Cantonese Restaurant”,40,3,Chinese Me,,cheap_eats
2807,https://www.tripadvisor.com/Restaurants-g60713-oa2730-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2746. Grinders Pizzeria,“Just Awesome”,“Just Awesome”,45,2,"Pizza, Fast Fo",,cheap_eats
2808,https://www.tripadvisor.com/Restaurants-g60713-oa2730-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2747. Acre Cafe,“Great find!”,“Great find!”,45,3,Cafe,$$ - $$$,mid_range
2809,https://www.tripadvisor.com/Restaurants-g60713-oa2730-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2748. Mr. Fu Kitchen,“Good Chinese”,“Good Chinese”,40,8,"Chinese, Asian Me",,mid_range
2810,https://www.tripadvisor.com/Restaurants-g60713-oa2730-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2749. Pedro's Cantina,“Great spot pre/post giants game”,“Great spot pre/post giants game”,30,31,"American, Bar",$$ - $$$,mid_range
2811,https://www.tripadvisor.com/Restaurants-g60713-oa2730-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2750. Goody Cafe,“Great place to stop on bay trail”,“Great place to stop on bay trail”,45,4,,,mid_range
2812,https://www.tripadvisor.com/Restaurants-g60713-oa2730-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2751. Lucca Food Deli & Wine Shop,“Fantastic sandwiches”,“Fantastic sandwiches”,50,3,,,mid_range
2813,https://www.tripadvisor.com/Restaurants-g60713-oa2730-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2752. Mission Hunan Restaurant,“KOREAN FRIED CHICKEN: THE REAL KFC”,“KOREAN FRIED CHICKEN: THE REAL KFC”,40,5,Chinese,$,cheap_eats
2814,https://www.tripadvisor.com/Restaurants-g60713-oa2730-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2753. The GrilledCheezGuy,“Best grilled cheese ever!”,“Best grilled cheese ever!”,45,2,American,$$ - $$$,mid_range
2815,https://www.tripadvisor.com/Restaurants-g60713-oa2730-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2754. BibimBar SF,“Excellent Stone Bowl”,“Excellent Stone Bowl”,40,3,Me,,mid_range
2816,https://www.tripadvisor.com/Restaurants-g60713-oa2730-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2755. Sing Sing Sandwich Shop,“Best Banh Mi”,“Best Banh Mi”,50,2,,,mid_range
2817,https://www.tripadvisor.com/Restaurants-g60713-oa2730-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2756. Rinconcito Nicaraguenses,“Authentic Nicaraguan”,“Authentic Nicaraguan”,45,2,,,mid_range
2818,https://www.tripadvisor.com/Restaurants-g60713-oa2730-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2757. Casanova Lounge,“Drinks with friends”,“Drinks with friends”,40,4,,,mid_range
2819,https://www.tripadvisor.com/Restaurants-g60713-oa2730-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2758. Tempura House,“Excellent food and good service”,“Excellent food and good service”,40,6,Japanese,$$ - $$$,mid_range
2820,https://www.tripadvisor.com/Restaurants-g60713-oa2730-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2759. The Little Shamrock,“Disappointing...”,“Disappointing...”,40,8,,$,cheap_eats
2821,https://www.tripadvisor.com/Restaurants-g60713-oa2730-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1526,2760. Dogpatch Cafe,“Airport food with choices”,“Airport food with choices”,40,3,Americ,,cheap_eats
2822,https://www.tripadvisor.com/Restaurants-g60713-oa2760-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1527,Pineapple Bistro & Bar,“Skip it”,“Skip it”,10,1,American,$$ - $$$,mid_range
2823,https://www.tripadvisor.com/Restaurants-g60713-oa2760-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1527,2761. HeyDay on Mission,"“FRESH, ORGANIC, BEAUTIFULLY DESIGNED...”","“FRESH, ORGANIC, BEAUTIFULLY DESIGNED...”",50,2,"Cafe, Healthy Me",,mid_range
2824,https://www.tripadvisor.com/Restaurants-g60713-oa2760-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1527,2762. Lee's Deli,“Great Fresh Sandwiches in a Hurry”,“Great Fresh Sandwiches in a Hurry”,45,3,Me,,mid_range
2825,https://www.tripadvisor.com/Restaurants-g60713-oa2760-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1527,2763. Happy Shabu Shabu,“Happy Shabu Shabu is not shabby but ain't...”,“Happy Shabu Shabu is not shabby but ain't...”,40,4,Japane,,mid_range
2827,https://www.tripadvisor.com/Restaurants-g60713-oa2760-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1527,2765. Orbit Room Cafe,“Fun place for a beer”,“Fun place for a beer”,35,7,"American, Ca",,mid_range
2828,https://www.tripadvisor.com/Restaurants-g60713-oa2760-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1527,2766. 77 Chinese Cuisine & Hawaiian BBQ,“Delicious”,“Delicious”,50,2,"Chinese, Barbec",,mid_range
2829,https://www.tripadvisor.com/Restaurants-g60713-oa2760-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1527,2767. Napolean Bakery and Cafe,“Excellent quality and value!”,“Excellent quality and value!”,45,2,"Cafe, Asian",$,cheap_eats
2830,https://www.tripadvisor.com/Restaurants-g60713-oa2760-San_Francisco_California.html#EATERY_LIST_CONTENTS,20200116_1527,2768. Tenmatsu,“Great place for lunch on the go!”,“Great place for lunch on the go!”,45,4,,,cheap_eats
